Subgroup,Phase,Time Period,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
North Carolina,3,22,2021-01-06,2021-01-18,34.4,29.6,39.3
North Dakota,3,22,2021-01-06,2021-01-18,26.6,20.4,33.5
Ohio,3,22,2021-01-06,2021-01-18,37.6,33.0,42.3
Oklahoma,3,22,2021-01-06,2021-01-18,33.9,28.3,39.7
Oregon,3,22,2021-01-06,2021-01-18,39.3,34.7,43.9
Pennsylvania,3,22,2021-01-06,2021-01-18,34.2,29.9,38.6
Rhode Island,3,22,2021-01-06,2021-01-18,34.2,28.9,39.7
South Carolina,3,22,2021-01-06,2021-01-18,32.8,27.9,38.0
South Dakota,3,22,2021-01-06,2021-01-18,25.8,21.7,30.3
Tennessee,3,22,2021-01-06,2021-01-18,32.5,28.3,37.1
Texas,3,22,2021-01-06,2021-01-18,37.4,33.6,41.2
Utah,3,22,2021-01-06,2021-01-18,30.9,27.6,34.2
Vermont,3,22,2021-01-06,2021-01-18,29.9,24.6,35.7
Virginia,3,22,2021-01-06,2021-01-18,36.9,33.0,40.9
Washington,3,22,2021-01-06,2021-01-18,38.7,36.1,41.3
West Virginia,3,22,2021-01-06,2021-01-18,41.0,34.6,47.5
Wisconsin,3,22,2021-01-06,2021-01-18,29.6,26.3,33.0
Wyoming,3,22,2021-01-06,2021-01-18,31.6,25.7,37.9
United States,3,23,2021-01-20,2021-02-01,35.6,34.8,36.4
18 - 29 years,3,23,2021-01-20,2021-02-01,36.7,34.2,39.4
30 - 39 years,3,23,2021-01-20,2021-02-01,38.0,36.2,39.9
40 - 49 years,3,23,2021-01-20,2021-02-01,38.4,37.0,39.8
50 - 59 years,3,23,2021-01-20,2021-02-01,37.8,36.5,39.2
60 - 69 years,3,23,2021-01-20,2021-02-01,33.0,31.3,34.7
70 - 79 years,3,23,2021-01-20,2021-02-01,28.8,26.8,30.9
80 years and above,3,23,2021-01-20,2021-02-01,25.7,22.7,28.9
Male,3,23,2021-01-20,2021-02-01,32.5,31.4,33.6
Female,3,23,2021-01-20,2021-02-01,38.4,37.3,39.5
Hispanic or Latino,3,23,2021-01-20,2021-02-01,39.7,37.0,42.6
"Non-Hispanic White, single race",3,23,2021-01-20,2021-02-01,34.4,33.6,35.2
"Non-Hispanic Black, single race",3,23,2021-01-20,2021-02-01,34.4,32.0,36.9
"Non-Hispanic Asian, single race",3,23,2021-01-20,2021-02-01,36.3,33.2,39.5
"Non-Hispanic, other races and multiple races",3,23,2021-01-20,2021-02-01,41.5,37.6,45.5
Less than a high school diploma,3,23,2021-01-20,2021-02-01,36.2,31.7,40.9
High school diploma or GED,3,23,2021-01-20,2021-02-01,31.5,30.0,33.0
Some college/Associate's degree,3,23,2021-01-20,2021-02-01,38.6,37.4,39.8
Bachelor's degree or higher,3,23,2021-01-20,2021-02-01,36.3,35.5,37.1
Alabama,3,23,2021-01-20,2021-02-01,37.0,31.7,42.6
Alaska,3,23,2021-01-20,2021-02-01,40.9,36.5,45.5
Arizona,3,23,2021-01-20,2021-02-01,36.9,33.4,40.5
Arkansas,3,23,2021-01-20,2021-02-01,34.2,29.5,39.1
California,3,23,2021-01-20,2021-02-01,43.3,40.7,45.9
Colorado,3,23,2021-01-20,2021-02-01,36.6,32.3,41.1
Connecticut,3,23,2021-01-20,2021-02-01,33.3,29.7,37.0
Delaware,3,23,2021-01-20,2021-02-01,31.5,26.1,37.3
District of Columbia,3,23,2021-01-20,2021-02-01,46.1,39.9,52.4
Florida,3,23,2021-01-20,2021-02-01,33.6,30.0,37.4
Georgia,3,23,2021-01-20,2021-02-01,35.5,31.4,39.8
Hawaii,3,23,2021-01-20,2021-02-01,30.8,26.4,35.5
Idaho,3,23,2021-01-20,2021-02-01,30.8,26.0,36.0
Illinois,3,23,2021-01-20,2021-02-01,34.8,30.5,39.2
Indiana,3,23,2021-01-20,2021-02-01,34.6,29.7,39.8
Iowa,3,23,2021-01-20,2021-02-01,29.4,25.4,33.8
Kansas,3,23,2021-01-20,2021-02-01,29.0,25.1,33.1
Kentucky,3,23,2021-01-20,2021-02-01,41.0,35.0,47.2
Louisiana,3,23,2021-01-20,2021-02-01,31.6,26.7,36.9
Maine,3,23,2021-01-20,2021-02-01,30.3,25.0,36.1
Maryland,3,23,2021-01-20,2021-02-01,36.4,32.6,40.4
Massachusetts,3,23,2021-01-20,2021-02-01,37.0,33.6,40.4
Michigan,3,23,2021-01-20,2021-02-01,33.1,29.6,36.8
Minnesota,3,23,2021-01-20,2021-02-01,32.3,28.1,36.6
Mississippi,3,23,2021-01-20,2021-02-01,31.4,26.0,37.2
Missouri,3,23,2021-01-20,2021-02-01,31.5,27.2,36.0
Montana,3,23,2021-01-20,2021-02-01,30.8,26.0,36.0
Nebraska,3,23,2021-01-20,2021-02-01,30.3,25.9,35.0
Nevada,3,23,2021-01-20,2021-02-01,41.0,35.7,46.5
New Hampshire,3,23,2021-01-20,2021-02-01,36.6,31.6,41.8
New Jersey,3,23,2021-01-20,2021-02-01,36.8,32.8,40.9
New Mexico,3,23,2021-01-20,2021-02-01,39.8,34.2,45.6
New York,3,23,2021-01-20,2021-02-01,33.8,29.2,38.5
North Carolina,3,23,2021-01-20,2021-02-01,34.5,30.1,39.1
North Dakota,3,23,2021-01-20,2021-02-01,22.1,17.8,26.9
Ohio,3,23,2021-01-20,2021-02-01,31.4,26.6,36.5
Oklahoma,3,23,2021-01-20,2021-02-01,36.5,31.4,41.7
Oregon,3,23,2021-01-20,2021-02-01,36.3,32.8,39.8
Pennsylvania,3,23,2021-01-20,2021-02-01,31.9,27.6,36.5
Rhode Island,3,23,2021-01-20,2021-02-01,28.6,23.7,34.0
South Carolina,3,23,2021-01-20,2021-02-01,27.7,23.8,31.9
South Dakota,3,23,2021-01-20,2021-02-01,24.9,19.5,30.9
Tennessee,3,23,2021-01-20,2021-02-01,36.8,32.2,41.6
Texas,3,23,2021-01-20,2021-02-01,36.7,33.4,40.2
Utah,3,23,2021-01-20,2021-02-01,31.5,28.4,34.7
Vermont,3,23,2021-01-20,2021-02-01,32.1,27.7,36.8
Virginia,3,23,2021-01-20,2021-02-01,38.2,34.2,42.2
Washington,3,23,2021-01-20,2021-02-01,39.8,36.8,42.9
West Virginia,3,23,2021-01-20,2021-02-01,36.3,30.3,42.7
Wisconsin,3,23,2021-01-20,2021-02-01,30.2,26.1,34.5
Wyoming,3,23,2021-01-20,2021-02-01,27.6,22.3,33.5
United States,3,24,2021-02-03,2021-02-15,34.1,33.4,34.8
18 - 29 years,3,24,2021-02-03,2021-02-15,36.1,33.0,39.2
30 - 39 years,3,24,2021-02-03,2021-02-15,36.5,34.7,38.3
40 - 49 years,3,24,2021-02-03,2021-02-15,35.7,34.2,37.2
50 - 59 years,3,24,2021-02-03,2021-02-15,36.2,35.0,37.5
60 - 69 years,3,24,2021-02-03,2021-02-15,32.4,30.7,34.2
70 - 79 years,3,24,2021-02-03,2021-02-15,26.2,24.8,27.6
80 years and above,3,24,2021-02-03,2021-02-15,25.8,22.0,29.9
Male,3,24,2021-02-03,2021-02-15,31.1,30.1,32.1
Female,3,24,2021-02-03,2021-02-15,37.0,36.2,37.8
Hispanic or Latino,3,24,2021-02-03,2021-02-15,38.3,36.0,40.7
"Non-Hispanic White, single race",3,24,2021-02-03,2021-02-15,32.6,31.7,33.4
"Non-Hispanic Black, single race",3,24,2021-02-03,2021-02-15,33.1,30.4,35.8
"Non-Hispanic Asian, single race",3,24,2021-02-03,2021-02-15,37.3,34.0,40.6
"Non-Hispanic, other races and multiple races",3,24,2021-02-03,2021-02-15,41.6,37.6,45.7
Less than a high school diploma,3,24,2021-02-03,2021-02-15,34.4,30.8,38.0
High school diploma or GED,3,24,2021-02-03,2021-02-15,30.2,28.5,31.9
Some college/Associate's degree,3,24,2021-02-03,2021-02-15,37.1,35.8,38.3
Bachelor's degree or higher,3,24,2021-02-03,2021-02-15,34.8,34.1,35.6
Alabama,3,24,2021-02-03,2021-02-15,34.8,29.7,40.2
Alaska,3,24,2021-02-03,2021-02-15,35.0,30.7,39.4
Arizona,3,24,2021-02-03,2021-02-15,36.1,32.7,39.6
Arkansas,3,24,2021-02-03,2021-02-15,31.3,25.1,37.9
California,3,24,2021-02-03,2021-02-15,41.0,37.8,44.2
Colorado,3,24,2021-02-03,2021-02-15,31.2,27.7,34.9
Connecticut,3,24,2021-02-03,2021-02-15,33.5,29.3,37.9
Delaware,3,24,2021-02-03,2021-02-15,30.0,25.8,34.4
District of Columbia,3,24,2021-02-03,2021-02-15,48.2,41.3,55.2
Florida,3,24,2021-02-03,2021-02-15,32.4,29.2,35.7
Georgia,3,24,2021-02-03,2021-02-15,30.0,26.2,33.9
Hawaii,3,24,2021-02-03,2021-02-15,28.4,23.3,33.9
Idaho,3,24,2021-02-03,2021-02-15,33.6,28.5,39.0
Illinois,3,24,2021-02-03,2021-02-15,31.6,27.9,35.6
Indiana,3,24,2021-02-03,2021-02-15,34.0,29.9,38.4
Iowa,3,24,2021-02-03,2021-02-15,26.2,22.4,30.3
Kansas,3,24,2021-02-03,2021-02-15,29.4,25.7,33.2
Kentucky,3,24,2021-02-03,2021-02-15,31.2,26.1,36.7
Louisiana,3,24,2021-02-03,2021-02-15,32.5,25.6,40.1
Maine,3,24,2021-02-03,2021-02-15,30.1,24.0,36.8
Maryland,3,24,2021-02-03,2021-02-15,33.9,29.6,38.4
Massachusetts,3,24,2021-02-03,2021-02-15,35.2,31.5,39.0
Michigan,3,24,2021-02-03,2021-02-15,31.4,28.4,34.5
Minnesota,3,24,2021-02-03,2021-02-15,28.5,24.8,32.5
Mississippi,3,24,2021-02-03,2021-02-15,32.4,27.0,38.3
Missouri,3,24,2021-02-03,2021-02-15,27.6,24.6,30.9
Montana,3,24,2021-02-03,2021-02-15,25.1,20.6,30.1
Nebraska,3,24,2021-02-03,2021-02-15,21.7,18.3,25.3
Nevada,3,24,2021-02-03,2021-02-15,39.2,34.0,44.6
New Hampshire,3,24,2021-02-03,2021-02-15,29.5,24.8,34.5
New Jersey,3,24,2021-02-03,2021-02-15,33.5,29.5,37.7
New Mexico,3,24,2021-02-03,2021-02-15,45.2,40.1,50.4
New York,3,24,2021-02-03,2021-02-15,36.2,32.2,40.4
North Carolina,3,24,2021-02-03,2021-02-15,30.9,26.0,36.2
North Dakota,3,24,2021-02-03,2021-02-15,24.9,18.9,31.6
Ohio,3,24,2021-02-03,2021-02-15,34.2,29.1,39.7
Oklahoma,3,24,2021-02-03,2021-02-15,35.3,31.8,38.8
Oregon,3,24,2021-02-03,2021-02-15,41.1,38.4,43.9
Pennsylvania,3,24,2021-02-03,2021-02-15,31.5,27.7,35.4
Rhode Island,3,24,2021-02-03,2021-02-15,28.6,23.2,34.3
South Carolina,3,24,2021-02-03,2021-02-15,32.9,28.5,37.7
South Dakota,3,24,2021-02-03,2021-02-15,27.3,22.3,32.8
Tennessee,3,24,2021-02-03,2021-02-15,34.1,30.1,38.2
Texas,3,24,2021-02-03,2021-02-15,35.5,32.6,38.5
Utah,3,24,2021-02-03,2021-02-15,28.5,25.4,31.8
Vermont,3,24,2021-02-03,2021-02-15,33.8,28.2,39.8
Virginia,3,24,2021-02-03,2021-02-15,34.7,31.0,38.5
Washington,3,24,2021-02-03,2021-02-15,39.1,35.8,42.4
West Virginia,3,24,2021-02-03,2021-02-15,40.6,35.1,46.2
Wisconsin,3,24,2021-02-03,2021-02-15,26.8,23.3,30.6
Wyoming,3,24,2021-02-03,2021-02-15,30.7,25.7,36.1
United States,3,25,2021-02-17,2021-03-01,31.8,31.2,32.5
18 - 29 years,3,25,2021-02-17,2021-03-01,31.2,28.8,33.8
30 - 39 years,3,25,2021-02-17,2021-03-01,33.6,32.3,34.9
40 - 49 years,3,25,2021-02-17,2021-03-01,34.1,32.6,35.8
50 - 59 years,3,25,2021-02-17,2021-03-01,34.1,32.6,35.7
60 - 69 years,3,25,2021-02-17,2021-03-01,31.6,30.1,33.1
70 - 79 years,3,25,2021-02-17,2021-03-01,25.0,23.5,26.7
80 years and above,3,25,2021-02-17,2021-03-01,22.2,19.3,25.3
Male,3,25,2021-02-17,2021-03-01,29.0,28.0,30.0
Female,3,25,2021-02-17,2021-03-01,34.4,33.7,35.1
Hispanic or Latino,3,25,2021-02-17,2021-03-01,34.6,32.2,37.0
"Non-Hispanic White, single race",3,25,2021-02-17,2021-03-01,30.7,30.0,31.4
"Non-Hispanic Black, single race",3,25,2021-02-17,2021-03-01,32.4,30.0,34.8
"Non-Hispanic Asian, single race",3,25,2021-02-17,2021-03-01,32.0,29.2,34.8
"Non-Hispanic, other races and multiple races",3,25,2021-02-17,2021-03-01,38.4,34.9,42.1
Less than a high school diploma,3,25,2021-02-17,2021-03-01,30.6,27.4,33.9
High school diploma or GED,3,25,2021-02-17,2021-03-01,28.1,26.4,29.8
Some college/Associate's degree,3,25,2021-02-17,2021-03-01,34.6,33.5,35.7
Bachelor's degree or higher,3,25,2021-02-17,2021-03-01,32.8,31.9,33.7
Alabama,3,25,2021-02-17,2021-03-01,27.0,22.8,31.5
Alaska,3,25,2021-02-17,2021-03-01,34.6,30.6,38.7
Arizona,3,25,2021-02-17,2021-03-01,34.3,30.8,37.8
Arkansas,3,25,2021-02-17,2021-03-01,32.0,27.4,36.8
California,3,25,2021-02-17,2021-03-01,38.0,35.9,40.2
Colorado,3,25,2021-02-17,2021-03-01,31.4,28.2,34.7
Connecticut,3,25,2021-02-17,2021-03-01,32.8,27.8,38.2
Delaware,3,25,2021-02-17,2021-03-01,26.4,21.9,31.2
District of Columbia,3,25,2021-02-17,2021-03-01,31.2,25.1,37.8
Florida,3,25,2021-02-17,2021-03-01,31.2,28.0,34.5
Georgia,3,25,2021-02-17,2021-03-01,29.4,25.7,33.2
Hawaii,3,25,2021-02-17,2021-03-01,26.7,22.0,31.7
Idaho,3,25,2021-02-17,2021-03-01,28.1,24.5,31.9
Illinois,3,25,2021-02-17,2021-03-01,32.7,29.1,36.6
Indiana,3,25,2021-02-17,2021-03-01,30.2,26.2,34.4
Iowa,3,25,2021-02-17,2021-03-01,26.2,22.5,30.0
Kansas,3,25,2021-02-17,2021-03-01,24.9,21.1,29.0
Kentucky,3,25,2021-02-17,2021-03-01,28.1,23.3,33.2
Louisiana,3,25,2021-02-17,2021-03-01,28.7,24.1,33.6
Maine,3,25,2021-02-17,2021-03-01,33.6,28.3,39.1
Maryland,3,25,2021-02-17,2021-03-01,33.1,29.8,36.6
Massachusetts,3,25,2021-02-17,2021-03-01,32.8,29.3,36.4
Michigan,3,25,2021-02-17,2021-03-01,33.2,28.8,37.7
Minnesota,3,25,2021-02-17,2021-03-01,28.7,26.0,31.5
Mississippi,3,25,2021-02-17,2021-03-01,31.7,25.3,38.6
Missouri,3,25,2021-02-17,2021-03-01,27.6,23.7,31.7
Montana,3,25,2021-02-17,2021-03-01,22.0,17.3,27.3
Nebraska,3,25,2021-02-17,2021-03-01,24.5,20.8,28.5
Nevada,3,25,2021-02-17,2021-03-01,31.7,27.9,35.8
New Hampshire,3,25,2021-02-17,2021-03-01,27.4,22.9,32.3
New Jersey,3,25,2021-02-17,2021-03-01,31.0,27.8,34.3
New Mexico,3,25,2021-02-17,2021-03-01,39.1,35.1,43.1
New York,3,25,2021-02-17,2021-03-01,31.3,27.2,35.6
North Carolina,3,25,2021-02-17,2021-03-01,33.8,29.0,38.7
North Dakota,3,25,2021-02-17,2021-03-01,19.8,15.5,24.8
Ohio,3,25,2021-02-17,2021-03-01,27.8,24.1,31.8
Oklahoma,3,25,2021-02-17,2021-03-01,36.3,30.8,42.1
Oregon,3,25,2021-02-17,2021-03-01,36.5,33.6,39.6
Pennsylvania,3,25,2021-02-17,2021-03-01,29.9,26.6,33.4
Rhode Island,3,25,2021-02-17,2021-03-01,30.2,25.5,35.3
South Carolina,3,25,2021-02-17,2021-03-01,27.1,23.1,31.5
South Dakota,3,25,2021-02-17,2021-03-01,25.1,20.1,30.6
Tennessee,3,25,2021-02-17,2021-03-01,32.6,28.9,36.5
Texas,3,25,2021-02-17,2021-03-01,33.9,30.8,37.2
Utah,3,25,2021-02-17,2021-03-01,27.0,23.8,30.5
Vermont,3,25,2021-02-17,2021-03-01,29.0,23.9,34.5
Virginia,3,25,2021-02-17,2021-03-01,29.9,25.7,34.4
Washington,3,25,2021-02-17,2021-03-01,32.7,29.8,35.6
West Virginia,3,25,2021-02-17,2021-03-01,30.7,24.6,37.3
Wisconsin,3,25,2021-02-17,2021-03-01,25.4,21.8,29.1
Wyoming,3,25,2021-02-17,2021-03-01,23.0,17.5,29.3
United States,3,26,2021-03-03,2021-03-15,30.6,29.9,31.2
18 - 29 years,3,26,2021-03-03,2021-03-15,30.5,28.1,33.0
30 - 39 years,3,26,2021-03-03,2021-03-15,33.4,31.6,35.2
40 - 49 years,3,26,2021-03-03,2021-03-15,31.8,30.1,33.5
50 - 59 years,3,26,2021-03-03,2021-03-15,32.3,31.0,33.7
60 - 69 years,3,26,2021-03-03,2021-03-15,29.3,27.8,30.9
70 - 79 years,3,26,2021-03-03,2021-03-15,24.5,22.4,26.6
80 years and above,3,26,2021-03-03,2021-03-15,25.5,20.3,31.2
Male,3,26,2021-03-03,2021-03-15,27.4,26.2,28.5
Female,3,26,2021-03-03,2021-03-15,33.6,32.6,34.6
Hispanic or Latino,3,26,2021-03-03,2021-03-15,34.6,32.4,36.9
"Non-Hispanic White, single race",3,26,2021-03-03,2021-03-15,28.9,28.1,29.7
"Non-Hispanic Black, single race",3,26,2021-03-03,2021-03-15,30.8,28.1,33.5
"Non-Hispanic Asian, single race",3,26,2021-03-03,2021-03-15,31.7,28.8,34.7
"Non-Hispanic, other races and multiple races",3,26,2021-03-03,2021-03-15,40.7,37.5,44.0
Less than a high school diploma,3,26,2021-03-03,2021-03-15,36.0,30.9,41.4
High school diploma or GED,3,26,2021-03-03,2021-03-15,26.3,24.8,27.9
Some college/Associate's degree,3,26,2021-03-03,2021-03-15,33.3,32.2,34.5
Bachelor's degree or higher,3,26,2021-03-03,2021-03-15,30.5,29.7,31.4
Alabama,3,26,2021-03-03,2021-03-15,29.5,24.1,35.4
Alaska,3,26,2021-03-03,2021-03-15,32.3,29.0,35.8
Arizona,3,26,2021-03-03,2021-03-15,32.3,28.4,36.3
Arkansas,3,26,2021-03-03,2021-03-15,30.2,25.3,35.5
California,3,26,2021-03-03,2021-03-15,39.0,36.2,41.8
Colorado,3,26,2021-03-03,2021-03-15,31.0,26.8,35.3
Connecticut,3,26,2021-03-03,2021-03-15,32.6,27.9,37.6
Delaware,3,26,2021-03-03,2021-03-15,26.9,22.2,32.1
District of Columbia,3,26,2021-03-03,2021-03-15,40.7,33.7,47.9
Florida,3,26,2021-03-03,2021-03-15,27.4,24.1,30.9
Georgia,3,26,2021-03-03,2021-03-15,24.8,21.1,28.8
Hawaii,3,26,2021-03-03,2021-03-15,27.3,21.3,34.0
Idaho,3,26,2021-03-03,2021-03-15,27.2,23.6,31.0
Illinois,3,26,2021-03-03,2021-03-15,29.3,26.2,32.6
Indiana,3,26,2021-03-03,2021-03-15,25.2,21.9,28.6
Iowa,3,26,2021-03-03,2021-03-15,24.7,20.7,29.2
Kansas,3,26,2021-03-03,2021-03-15,27.4,23.1,32.0
Kentucky,3,26,2021-03-03,2021-03-15,27.2,22.1,32.8
Louisiana,3,26,2021-03-03,2021-03-15,29.9,25.1,35.1
Maine,3,26,2021-03-03,2021-03-15,26.9,21.6,32.7
Maryland,3,26,2021-03-03,2021-03-15,35.3,31.2,39.6
Massachusetts,3,26,2021-03-03,2021-03-15,31.3,28.1,34.7
Michigan,3,26,2021-03-03,2021-03-15,30.1,26.5,33.8
Minnesota,3,26,2021-03-03,2021-03-15,28.0,24.7,31.4
Mississippi,3,26,2021-03-03,2021-03-15,28.1,23.2,33.4
Missouri,3,26,2021-03-03,2021-03-15,29.6,25.1,34.3
Montana,3,26,2021-03-03,2021-03-15,26.0,21.6,30.7
Nebraska,3,26,2021-03-03,2021-03-15,23.3,19.4,27.5
Nevada,3,26,2021-03-03,2021-03-15,30.7,25.8,36.1
New Hampshire,3,26,2021-03-03,2021-03-15,27.3,23.7,31.2
New Jersey,3,26,2021-03-03,2021-03-15,30.3,26.8,34.0
New Mexico,3,26,2021-03-03,2021-03-15,40.4,36.0,44.9
New York,3,26,2021-03-03,2021-03-15,30.9,26.7,35.3
North Carolina,3,26,2021-03-03,2021-03-15,25.2,21.2,29.6
North Dakota,3,26,2021-03-03,2021-03-15,18.4,14.4,22.9
Ohio,3,26,2021-03-03,2021-03-15,29.9,24.6,35.7
Oklahoma,3,26,2021-03-03,2021-03-15,32.4,28.0,37.0
Oregon,3,26,2021-03-03,2021-03-15,36.9,33.5,40.4
Pennsylvania,3,26,2021-03-03,2021-03-15,27.2,23.4,31.3
Rhode Island,3,26,2021-03-03,2021-03-15,32.2,27.1,37.6
South Carolina,3,26,2021-03-03,2021-03-15,27.7,23.8,31.9
South Dakota,3,26,2021-03-03,2021-03-15,21.7,17.6,26.3
Tennessee,3,26,2021-03-03,2021-03-15,28.8,24.3,33.6
Texas,3,26,2021-03-03,2021-03-15,31.4,28.3,34.7
Utah,3,26,2021-03-03,2021-03-15,25.2,22.1,28.5
Vermont,3,26,2021-03-03,2021-03-15,26.4,21.6,31.6
Virginia,3,26,2021-03-03,2021-03-15,30.3,27.2,33.5
Washington,3,26,2021-03-03,2021-03-15,32.3,29.2,35.6
West Virginia,3,26,2021-03-03,2021-03-15,31.2,25.5,37.4
Wisconsin,3,26,2021-03-03,2021-03-15,26.2,22.2,30.5
Wyoming,3,26,2021-03-03,2021-03-15,26.8,22.3,31.6
United States,3,27,2021-03-17,2021-03-29,28.9,28.1,29.6
18 - 29 years,3,27,2021-03-17,2021-03-29,29.9,27.6,32.3
30 - 39 years,3,27,2021-03-17,2021-03-29,31.6,29.3,34.0
40 - 49 years,3,27,2021-03-17,2021-03-29,32.9,31.4,34.5
50 - 59 years,3,27,2021-03-17,2021-03-29,29.5,27.9,31.1
60 - 69 years,3,27,2021-03-17,2021-03-29,26.6,25.1,28.1
70 - 79 years,3,27,2021-03-17,2021-03-29,21.3,19.6,23.1
80 years and above,3,27,2021-03-17,2021-03-29,19.8,15.7,24.3
Male,3,27,2021-03-17,2021-03-29,27.3,26.1,28.5
Female,3,27,2021-03-17,2021-03-29,30.3,29.4,31.2
Hispanic or Latino,3,27,2021-03-17,2021-03-29,34.4,31.6,37.3
"Non-Hispanic White, single race",3,27,2021-03-17,2021-03-29,26.9,26.1,27.7
"Non-Hispanic Black, single race",3,27,2021-03-17,2021-03-29,28.5,26.3,30.9
"Non-Hispanic Asian, single race",3,27,2021-03-17,2021-03-29,31.6,28.5,34.7
"Non-Hispanic, other races and multiple races",3,27,2021-03-17,2021-03-29,37.7,34.1,41.4
Less than a high school diploma,3,27,2021-03-17,2021-03-29,34.3,29.7,39.1
High school diploma or GED,3,27,2021-03-17,2021-03-29,25.9,24.4,27.5
Some college/Associate's degree,3,27,2021-03-17,2021-03-29,30.8,29.6,32.0
Bachelor's degree or higher,3,27,2021-03-17,2021-03-29,28.4,27.6,29.2
Alabama,3,27,2021-03-17,2021-03-29,24.9,20.2,30.1
Alaska,3,27,2021-03-17,2021-03-29,30.5,26.4,34.9
Arizona,3,27,2021-03-17,2021-03-29,30.9,27.5,34.5
Arkansas,3,27,2021-03-17,2021-03-29,28.1,22.0,34.9
California,3,27,2021-03-17,2021-03-29,34.9,32.5,37.2
Colorado,3,27,2021-03-17,2021-03-29,24.4,21.6,27.3
Connecticut,3,27,2021-03-17,2021-03-29,30.6,26.7,34.7
Delaware,3,27,2021-03-17,2021-03-29,23.5,18.9,28.5
District of Columbia,3,27,2021-03-17,2021-03-29,31.8,26.6,37.3
Florida,3,27,2021-03-17,2021-03-29,27.1,23.7,30.7
Georgia,3,27,2021-03-17,2021-03-29,30.5,26.6,34.7
Hawaii,3,27,2021-03-17,2021-03-29,31.4,25.7,37.6
Idaho,3,27,2021-03-17,2021-03-29,24.0,20.3,28.1
Illinois,3,27,2021-03-17,2021-03-29,29.4,26.0,32.9
Indiana,3,27,2021-03-17,2021-03-29,24.0,20.4,27.8
Iowa,3,27,2021-03-17,2021-03-29,19.0,15.2,23.2
Kansas,3,27,2021-03-17,2021-03-29,24.7,21.3,28.4
Kentucky,3,27,2021-03-17,2021-03-29,28.6,23.1,34.7
Louisiana,3,27,2021-03-17,2021-03-29,27.5,22.7,32.7
Maine,3,27,2021-03-17,2021-03-29,30.2,23.5,37.5
Maryland,3,27,2021-03-17,2021-03-29,29.2,25.6,33.1
Massachusetts,3,27,2021-03-17,2021-03-29,28.9,26.6,31.3
Michigan,3,27,2021-03-17,2021-03-29,25.9,22.2,29.7
Minnesota,3,27,2021-03-17,2021-03-29,24.7,20.9,28.9
Mississippi,3,27,2021-03-17,2021-03-29,27.0,22.4,32.0
Missouri,3,27,2021-03-17,2021-03-29,22.5,19.1,26.3
Montana,3,27,2021-03-17,2021-03-29,22.7,18.6,27.3
Nebraska,3,27,2021-03-17,2021-03-29,21.9,18.4,25.7
Nevada,3,27,2021-03-17,2021-03-29,32.0,27.5,36.9
New Hampshire,3,27,2021-03-17,2021-03-29,22.3,18.8,26.0
New Jersey,3,27,2021-03-17,2021-03-29,30.9,27.0,34.9
New Mexico,3,27,2021-03-17,2021-03-29,37.2,32.9,41.6
New York,3,27,2021-03-17,2021-03-29,27.7,23.7,32.1
North Carolina,3,27,2021-03-17,2021-03-29,31.8,27.8,35.9
North Dakota,3,27,2021-03-17,2021-03-29,16.5,12.7,20.9
Ohio,3,27,2021-03-17,2021-03-29,27.5,22.8,32.6
Oklahoma,3,27,2021-03-17,2021-03-29,36.1,30.8,41.6
Oregon,3,27,2021-03-17,2021-03-29,30.7,27.5,34.0
Pennsylvania,3,27,2021-03-17,2021-03-29,30.4,26.8,34.3
Rhode Island,3,27,2021-03-17,2021-03-29,27.6,20.9,35.2
South Carolina,3,27,2021-03-17,2021-03-29,24.5,20.3,29.1
South Dakota,3,27,2021-03-17,2021-03-29,23.0,17.8,28.8
Tennessee,3,27,2021-03-17,2021-03-29,27.9,23.2,33.0
Texas,3,27,2021-03-17,2021-03-29,29.5,25.4,33.8
Utah,3,27,2021-03-17,2021-03-29,22.5,19.8,25.3
Vermont,3,27,2021-03-17,2021-03-29,27.8,22.6,33.6
Virginia,3,27,2021-03-17,2021-03-29,26.7,22.8,30.9
Washington,3,27,2021-03-17,2021-03-29,32.6,29.2,36.1
West Virginia,3,27,2021-03-17,2021-03-29,32.6,26.4,39.3
Wisconsin,3,27,2021-03-17,2021-03-29,22.5,18.5,26.9
Wyoming,3,27,2021-03-17,2021-03-29,27.7,23.2,32.7
United States,3,28,2021-04-14,2021-04-26,24.0,23.5,24.5
18 - 29 years,3,28,2021-04-14,2021-04-26,26.2,23.3,29.4
30 - 39 years,3,28,2021-04-14,2021-04-26,27.2,25.5,28.9
40 - 49 years,3,28,2021-04-14,2021-04-26,26.4,24.9,27.9
50 - 59 years,3,28,2021-04-14,2021-04-26,25.4,24.0,26.9
60 - 69 years,3,28,2021-04-14,2021-04-26,21.1,20.0,22.3
70 - 79 years,3,28,2021-04-14,2021-04-26,17.7,16.3,19.1
80 years and above,3,28,2021-04-14,2021-04-26,15.0,11.7,18.9
Male,3,28,2021-04-14,2021-04-26,21.6,20.6,22.7
Female,3,28,2021-04-14,2021-04-26,26.1,25.1,27.2
Hispanic or Latino,3,28,2021-04-14,2021-04-26,30.7,28.2,33.2
"Non-Hispanic White, single race",3,28,2021-04-14,2021-04-26,21.8,21.1,22.4
"Non-Hispanic Black, single race",3,28,2021-04-14,2021-04-26,23.3,21.4,25.3
"Non-Hispanic Asian, single race",3,28,2021-04-14,2021-04-26,29.8,27.0,32.6
